"","GVKEY","conm","EPR","AGR","MktCap"
"87",2435,"BROWN FORMAN CORP",0.0422517694321668,0.0356243894137742,23.6233100829206
"88",2436,"CALERES INC",0.0618507654875396,-0.109476446223515,21.0017398323815
"89",2444,"BRUNSWICK CORP",0.0455753115978627,0.0157523677975809,22.3006094202457
"90",2448,"MATERION CORP",0.0492079363850582,-0.212873028080398,20.4874685639086
"91",2526,"CAE INC",0.0523116696848391,0.117184941158803,22.4195834083624
"92",2536,"ACXIOM CORP",-0.00328811899121653,-0.774492179449944,21.52481965851
"93",2547,"CIGNA CORP",0.0578158884572572,0.0165432004032028,24.6261927587543
"94",2558,"CNA FINANCIAL CORP",0.0706576944031492,0.16833283234616,23.1414612959474
"95",2574,"CSX CORP",0.0602392638704735,-0.0604883026493969,24.2303088385843
"96",2581,"CVD EQUIPMENT CORP",0.00716202427180033,-1.67349054552573,17.8245143469609
"97",2593,"CABOT CORP",0.00148205274238072,-1.17271291964583,21.9625460922084
"98",2596,"CACI INTL INC  -CL A",0.0665702141072246,0.0693677003618108,21.8413451083531
"99",2615,"CALAMP CORP",0.0118710440991615,-0.724310189689034,20.1658713550829
"100",2628,"CALIFORNIA WATER SERVICE GP",0.039612727305159,-0.0608988259033928,21.2093971506206
"101",2663,"CAMPBELL SOUP CO",0.0464080898812805,0.104063541672573,23.4897000338894
"102",2696,"CANADIAN NATIONAL RAILWAY CO",0.0568801667968721,0.217836330383727,25.066687938589
"103",2698,"CANADIAN PACIFIC RAILWAY LTD",0.0534251441435879,0.216033635806316,24.228154361639
"104",2710,"CONSTELLATION BRANDS",0.0414342096213047,0.132978047094699,24.1541549692936
"105",2721,"CANON INC",0.0526733539157321,-0.208923480858145,24.1485310350789
"106",2751,"CARDINAL HEALTH INC",0.0503416598977909,0.0427687298606427,23.9269354308855
"107",2771,"CARLISLE COS INC",0.0444441486685831,0.0192981972311914,22.6815144855394
"108",2787,"CARPENTER TECHNOLOGY CORP",0.025335092990998,0.644737527086216,21.2828615046794
"109",2807,"CASEYS GENERAL STORES INC",0.0496372060713149,0.0131047284839546,22.1921778078323
"110",2818,"CATO CORP  -CL A",0.0592372830382546,-0.101631121983064,20.3309651217292
"111",2820,"CAVCO INDUSTRIES INC",0.0355081489459472,0.265124475384162,20.7692119606641
"112",2859,"CLECO CORP",0.0446335414362479,-0.135847196132139,21.8731304054943
"113",2884,"CENTURYLINK INC",0.0486464560972142,-0.0754306447509422,23.2879720956311
"114",2940,"MAGELLAN HEALTH INC",0.0382425500391221,0.463689356681518,21.294050025468
"115",2942,"CANTEL MEDICAL CORP",0.02425166923097,0.180553624019016,21.8534710388786
"116",2960,"CHEMED CORP",0.0466151210652633,0.0508667209837415,21.6774520465448
"117",2986,"CHESAPEAKE UTILITIES CORP",0.0469710426262341,0.137370500434049,20.8108671065818
"118",2991,"CHEVRON CORP",0.0386886534151238,-0.934458444184075,26.1287787170633
"119",2999,"CHICAGO RIVET & MACHINE CO",0.0666108981526583,0.13031117397454,17.5090192804619
"120",3007,"BRINKER INTL INC",0.0641103776405476,0.00821473619028914,21.3360714026645
"121",3026,"CHURCH & DWIGHT INC",0.038661251831097,0.0540879131780643,23.1411976642233
"122",3028,"CHURCHILL DOWNS INC",0.032619028538958,0.531295525353668,21.6325017419469
"123",3062,"CINTAS CORP",0.0394121789803899,0.0750117434556793,23.3086117538888
"124",3093,"CLARCOR INC",0.0450363896682867,-0.0144856812106794,21.9533580842364
"125",3121,"CLOROX CO/DE",0.0423230501564213,0.0794993506255989,23.5675834968946
"126",3138,"COCA-COLA BTLNG CONS",0.0344418672559594,0.36684514336362,21.2335766682295
"127",3144,"COCA-COLA CO",0.0380433356270631,-0.0403866649546342,25.9038153677225
"128",3157,"COHERENT INC",0.0411028729772023,0.604741127309491,22.4798250270345
"129",3158,"COHU INC",0.0153959445770405,-0.23255381716625,19.7373672230765
"130",3169,"ONCOMED PHARMACEUTICALS",-0.203642320325469,0.529078867355025,19.472049946109
"131",3170,"COLGATE-PALMOLIVE CO",0.0330781754331112,0.202241657858563,24.7800928860529
"132",3203,"CHASE CORP",0.0645207634764159,0.172047315526781,20.5892760535626
"133",3221,"AON PLC",0.0403875183375123,-0.228831009903979,24.238006166674
"134",3226,"COMCAST CORP",0.0667642698096517,0.330762021337688,25.9490799567722
"135",3231,"COMERICA INC",0.0572567968759818,0.110665336699558,23.4317028285689
"136",3238,"COMMERCE BANCSHARES INC",0.0544193414342107,0.0718820258707608,22.5072252311966
"137",3243,"CITIGROUP INC",0.0751759873802972,0.609539617681455,25.827775471796
"138",3246,"COMMERCIAL METALS",0.0485744237663116,-0.17793085898019,21.5059559898027
"139",3278,"AVIS BUDGET GROUP INC",0.0555743191864278,-0.138672537451726,21.872089501606
"140",3310,"CA INC",0.0575254461230536,-0.0188755581467669,23.2968953724238
"141",3336,"DXC TECHNOLOGY COMPANY",0.0014586371410581,-0.185739640483835,23.0006401921214
"142",3358,"COMTECH TELECOMMUN",0.024740944958035,-1.35197316692809,19.8665356315282
"143",3362,"CONAGRA BRANDS INC",0.00638936936833502,-0.849236808672371,23.4991417006122
"144",3382,"SHUTTERSTOCK INC",0.015128505538367,0.269688359564382,21.2267382842521
"145",3394,"CONNECTICUT WATER SVC INC",0.0487173273441026,0.0486070157671716,20.2583704185478
"146",3413,"CONSOLIDATED EDISON INC",0.0587192759925885,0.0765157355437464,23.8355537265187
"147",3429,"CONSOLIDATED TOMOKA LAND CO",0.0335832560395427,0.611290259051936,19.535914789314
"148",3439,"CMS ENERGY CORP",0.0503739290239911,0.0711988772303433,23.1760412395584
"149",3465,"CONTINENTAL MATERIALS CORP",-0.0221678059164632,0.178571826991226,17.5049011314345
"150",3469,"CONTINENTAL RESOURCES INC",0.00211744072909337,-0.616784013300344,23.6834392041018
"151",3504,"COOPER COMPANIES INC",0.0314116799158766,0.153703878503774,23.1849625411166
"152",3505,"MOLSON COORS BREWING CO",0.0512091668759342,0.869395364354102,23.7635851204466
"153",3532,"CORNING INC",0.0649965738707419,0.0532865936496258,24.0355380114137
"154",3570,"CRACKER BARREL OLD CTRY STOR",0.0516565325712426,0.154142103920769,22.0422191401553
"155",3580,"CRANE CO",0.0499362946961627,0.0420910453947211,22.3895623049341
"156",3581,"CRAWFORD & CO",-0.0160664371749455,-0.853784805859287,20.3711293784843
"157",3592,"ONEMAIN HOLDINGS INC",0.0494722829540021,-1.67600227131595,21.8171930075689
"158",3619,"CROWN HOLDINGS INC",0.0599051482880952,0.136789707037527,22.7181550847029
"159",3622,"CROWN CRAFTS INC",0.0717470264320805,0.00442018850237186,18.2274715311532
"160",3643,"CULLEN/FROST BANKERS INC",0.062246644111595,0.0504256668526379,22.446087972431
"161",3647,"CULP INC",0.0521866537595129,0.223803722796947,19.7985892922223
"162",3650,"CUMMINS INC",0.0707920556829977,-0.0772543576790966,23.8540631702061
"163",3662,"CURTISS-WRIGHT CORP",0.0512355625875033,0.0551228266466692,22.1924396077244
"164",3708,"WENDY'S CO",0.0375710578800308,0.00090791499971854,21.9273427798497
"165",3735,"DANAHER CORP",0.0403871980726632,-0.0097396921625265,24.8923840497092
"166",3761,"DATA I/O CORP",0.0464261334706679,0.316026993505029,17.3272613488434
"167",3806,"DAWSON GEOPHYSICAL CO",-0.22778883012967,0.79559740712785,18.9752221934672
"168",3813,"TARGET CORP",0.0657115904332901,0.0478419813440093,24.3029144865988
"169",3835,"DEERE & CO",0.0704709356337736,-0.0437544033256116,24.47901465804
"170",3855,"DELTA NATURAL GAS CO INC",0.0385461417842477,-0.122968177396861,19.1969850542578
"171",3863,"DELUXE CORP",0.069980589617207,0.0700154811618792,21.9692570890369
"172",3897,"DTE ENERGY CO",0.0529337266369622,-0.000760057608748518,23.5954705030288
"173",3962,"NORTECH SYSTEMS INC",0.0024419882369076,-1.37613759812863,16.1847930899547
"174",3969,"DIODES INC",0.0278599304920314,-0.482160802538117,20.9365866871024
"175",3980,"DISNEY (WALT) CO",0.0542513070703839,0.0587654108752497,25.7194979007319
"176",4016,"DOLLAR GENERAL CORP",0.0550772090099292,0.0738478073789168,23.7346819653258
"177",4029,"DOMINION ENERGY INC",0.0405434610971161,0.291341140705501,24.596517244354
"178",4036,"DONALDSON CO INC",0.0419315302111146,-0.0155691888196143,22.5482148781194
"179",4045,"DORCHESTER MINERALS  -LP",0.0452316047867109,-0.0663983903420524,20.1040124984731
"180",4058,"DOVER CORP",0.0555329197733488,0.0772768427314713,23.4790153306085
"181",4060,"DOWDUPONT INC",0.0662759288318778,0.086980087728046,25.8337624915853
"182",4066,"OMNICOM GROUP",0.0566890425198687,0.0344763982484157,23.7177631983101
"183",4087,"DU PONT (E I) DE NEMOURS",0.0412608525533137,-0.0689748657095407,24.8718526609078
"184",4093,"DUKE ENERGY CORP",0.0485082174331647,0.0348042203043455,24.7184160189484
"185",4094,"DUN & BRADSTREET CORP",0.0480026454655084,-0.396582256358903,22.2194400859595
"186",4108,"FLOWSERVE CORP",0.0441133982435222,-0.490056026261512,22.5538476467187
"187",4115,"DYCOM INDUSTRIES INC",0.0442801434291671,0.606669444984358,21.7587544963785
"188",4130,"DYNASIL CORP OF AMERICA",0.0557800922426795,-1.28686333442903,16.8767964622577
"189",4145,"PERKINELMER INC",0.0312943456120098,0.0203196296429941,22.8099729006828
"190",4186,"EASTERN CO",0.0602670072229249,0.05444098908159,18.688800720178
"191",4193,"EASTGROUP PROPERTIES",0.0302123712818555,0.500617215433797,21.6239290446788
"192",4194,"EASTMAN KODAK CO",-0.0712594570160932,-1.00789139557111,20.3034989441274
"193",4201,"EATON VANCE CORP",0.0594249634135315,0.0170017563191921,22.5119798183807
"194",4213,"ECOLAB INC",0.0345821822865929,0.0285906868324914,24.2557173765513
"195",4225,"EDUCATIONAL DEVELOPMENT CORP",0.0559592354733057,0.927615677699334,17.4805966825116
"196",4241,"EL PASO ELECTRIC CO",0.0535967082286313,0.0376576080380819,21.3533222478707
"197",4273,"ELECTRO RENT CORP",0.0383054475720434,-0.681367707748992,19.5743514467073
"198",4274,"ELECTRO SCIENTIFIC INDS INC",-0.150309955568275,0.691572055038606,19.2614812565015
"199",4275,"ELECTRO-SENSORS INC",0.0665734019815624,-0.354166666666667,16.279377415483
"200",4321,"EMERSON ELECTRIC CO",0.0562681663955667,-0.0437884303610195,24.4202108091456
"201",4322,"EMERSON RADIO CORP",-0.00064722858840506,-1.16100916223474,17.4212735853665
"202",4331,"EMPIRE DISTRICT ELECTRIC CO",0.0492155742836204,-0.154693144410093,20.9303251028748
"203",4383,"ATMOS ENERGY CORP",0.05087296941974,0.0876378344932995,22.9088499484
"204",4390,"ENNIS INC",0.00337161701974406,-1.03840178479435,19.8431875720252
"205",4423,"EQUIFAX INC",0.0348533948137741,0.165825035340651,23.3748004998728
"206",4448,"ESCALADE INC",0.0622895730249719,-0.0691074860988226,19.0563365140587
"207",4450,"ESPEY MFG & ELECTRONICS CORP",0.0374608152996802,0.35535575629489,17.7696140297048
"208",4460,"ESTERLINE TECHNOLOGIES CORP",0.046769469009882,-0.0365944656309661,21.7175493553021
"209",4462,"NEWMARKET CORP",0.0483652645693848,0.0314494721372335,22.3368568413428
"210",4476,"EXAR CORP",-0.0460277187955443,-1.10859735438929,20.3083965932433
"211",4494,"EXPEDITORS INTL WASH INC",0.0472125969423539,0.0844441898062954,22.9772095603006
"212",4498,"INSTEEL INDUSTRIES",0.0545329730630428,0.212012960664046,20.0244234896678
"213",4503,"EXXON MOBIL CORP",0.0508086500744272,-0.505737834332271,26.6485865217125
"214",4510,"FMC CORP",0.0161003642917588,-1.88288079192146,22.7463362665476
"215",4517,"NEXTERA ENERGY INC",0.0594176036379004,0.328323164711355,25.0201629177086
"216",4598,"FEDEX CORP",0.0397642482849828,0.69384248548379,24.6703651624595
"217",4600,"FEDERAL-MOGUL HOLDINGS CORP",-0.0419104714528522,-0.987939735658484,21.278766145043
"218",4605,"FEDERAL REALTY INVESTMENT TR",0.0212132055137142,0.234315731037715,23.0487225254853
"219",4608,"FEDERAL SIGNAL CORP",0.0577612617874905,-0.178756461323788,20.6510778665629
"220",4611,"MACY'S INC",0.0720100483354745,-0.352546530051882,22.9184907518452
"221",4674,"REGIONS FINANCIAL CORP",0.0682528262546543,0.0258066178281304,23.6985668056279
"222",4678,"FIRSTMERIT CORP",0.0727168863903764,-0.0338262167338501,21.8518855974154
"223",4685,"TRUSTMARK CORP",0.0607674771966577,-0.0503845514452071,21.4926272798726
"224",4690,"FIRST CITIZENS BANCSH  -CL A",0.0581256210443258,0.181691215096779,22.1733679835316
"225",4699,"M & T BANK CORP",0.0549763837281647,0.0991776237584104,23.9684973153708
"226",4723,"U S BANCORP",0.0681600587462363,0.0187162284252519,25.2088467570259
"227",4737,"FIRST HORIZON NATIONAL CORP",0.0427297643407439,0.362738553020161,22.5998952118503
"228",4759,"FLANIGANS ENTERPRISES INC",0.0693613246103185,0.0413150055943079,17.6239658840871
"229",4771,"FLEXSTEEL INDUSTRIES INC",0.0671892620482002,0.179920248666293,19.8634698459522
"230",4809,"FLOWERS FOODS INC",0.0417373605003507,-0.0258730960910327,22.1493113738648
"231",4818,"FLUOR CORP",0.0581816136100974,-0.352225264750747,22.7130329351844
"232",4881,"FRANKLIN ELECTRIC CO INC",0.0457557521975202,0.0673224510557231,21.3132868926261
"233",4926,"FULLER (H. B.) CO",0.0399631662374673,0.580397649105291,21.5802844077666
"234",4936,"G&K SERVICES INC  -CL A",0.0485178567270606,0.130336413856607,21.1323528912147
"235",4973,"ARTHUR J GALLAGHER & CO",0.0445183016825872,0.126001184039599,23.1617923590925
"236",5018,"AEROJET ROCKETDYNE HOLDINGS",-0.0184709157356336,-1.36031665702718,20.9415455790944
"237",5046,"GENERAL DYNAMICS CORP",0.0611052215862738,0.0716540556035844,24.6786483737911
"238",5047,"GENERAL ELECTRIC CO",0.0147492774807191,0.657889409915606,25.7427147319046
"239",5050,"GEE GROUP INC",-0.161898892739287,0.784046570320653,17.1877270203783
"240",5071,"GENERAL MILLS INC",0.0435845016178063,0.179891874659416,24.2116589286078
"241",5072,"ALLY FINANCIAL INC",0.0149187257191293,-1.78040773780218,23.2683652223603
"242",5087,"SPX CORP",-0.0983944930741477,-1.25268059380332,20.7180691575676
"243",5109,"GENESCO INC",0.0677157763752137,-0.0207807675578022,20.9021926380722
"244",5116,"GENTEX CORP",0.0614456886504238,0.09140194583113,22.4576717944806
"245",5125,"GENUINE PARTS CO",0.0486435045608754,-0.0186651176179605,23.3750342798338
"246",5149,"GETTY REALTY CORP",0.0503913306603284,0.527539143322429,20.591649831653
"247",5165,"GIGA-TRONICS INC",-0.266860209516703,0.449058123464981,15.8409261275231
"248",5179,"GLATFELTER",0.0546288683593029,-0.365494909904838,20.7628802226005
"249",5180,"GLAXOSMITHKLINE PLC",0.0604864335229834,0.492120662889959,25.2637197793386
"250",5210,"GOLDEN ENTERPRISES",0.0440670563125332,0.866666666666667,17.9388836847894
"251",5237,"GORMAN-RUPP CO",0.0365244189438955,-0.159555883120023,20.509550636218
"252",5250,"GRACE (W R) & CO",0.0270585745877465,-0.366013014814507,22.2537516114862
"253",5254,"GRAHAM CORP",0.0380520120800323,-0.370752884436294,19.2272458915479
"254",5256,"GRAINGER (W W) INC",0.0471490978667118,-0.0985528438831702,23.3116106245574
"255",5284,"GRAY TELEVISION INC",0.0632914322467558,0.0734633506266159,20.4832484066128
"256",5338,"GREIF INC  -CL A",0.0419515531495179,0.0583597377977804,21.7003587899241
"257",5342,"MONEYGRAM INTERNATIONAL INC",-0.0182466008681769,-1.6688314887469,20.406335850589
"258",5492,"HARRIS CORP",0.0471002236292291,0.138560143671991,23.2919874029823
"259",5518,"HASBRO INC",0.0563583267841619,0.16621641463976,22.9937247389651
"260",5520,"ALLIED MOTION TECHNOLOGIES",0.0524056454852962,-0.17728448798879,19.1163739805591
"261",5523,"HAVERTY FURNITURE",0.0435989676757832,0.441229641597187,20.0304955853398
"262",5526,"HAWAIIAN ELECTRIC INDS",0.056882022068347,0.250917654840954,22.0016519424513
"263",5530,"HAWKINS INC",0.0464131482084794,0.0964517632127663,20.0665797961865
"264",5539,"HEALTHCARE SERVICES GROUP",0.020104431740499,0.983886035378701,21.7684004014826
"265",5543,"WELLTOWER INC",0.0319521882039234,0.495874272589483,23.9124636691022
"266",5567,"HEICO CORP",0.0330162303647869,0.0667709312448623,22.7593858775237
"267",5572,"HELEN OF TROY LTD",0.0499169814453944,0.0751903393587987,21.6943224806866
"268",5581,"HELMERICH & PAYNE",0.0297219811344984,-0.0410399027175714,22.4565756661195
"269",5597,"HERSHEY CO",0.031966447883909,0.032758238037958,23.8976896780983
"270",5608,"HEXCEL CORP",0.0520879301301077,0.108357564458361,22.4355779767837
"271",5639,"HILL-ROM HOLDINGS INC",0.0248827949547613,0.426785227466574,22.3064082328257
"272",5643,"HILTON WORLDWIDE HOLDINGS",0.0350954710520166,0.170433210720012,24.0144365444573
"273",5667,"HOLLYFRONTIER CORP",0.0302431271982543,0.079235716608565,22.4828158049323
"274",5680,"HOME DEPOT INC",0.0453584556981706,0.1209355336632,25.8322898400368
"275",5690,"HNI CORP",0.0424486263704985,0.273192603350245,21.6254161344517
"276",5709,"HORMEL FOODS CORP",0.0439417407526256,0.129224237540558,23.5245447707198
"277",5723,"STARWOOD HOTELS&RESORTS WRLD",0.0424541695640668,-0.188007587032306,23.1821147811618
"278",5742,"CENTERPOINT ENERGY INC",0.0044999481273991,-1.87795369792059,23.0852540172815
"279",5763,"URSTADT BIDDLE PROPERTIES",0.0430659320258862,0.0239657104162733,20.5678178726761
"280",5764,"HUBBELL INC",0.0441788914753608,-0.0369133468254805,22.7251643981963
"281",5783,"HUNT (JB) TRANSPRT SVCS INC",0.0426137226233186,0.0718261203485633,23.1032171065907
"282",5786,"HUNTINGTON BANCSHARES",0.0670126409518942,0.232820741329994,23.4710951286135
"283",5788,"HURCO COMPANIES INC",0.069737253506696,0.0108996882341989,19.5098645572437
"284",5831,"IEC ELECTRONICS CORP",-0.083697280878247,-1.33850655025529,17.732943105401
"285",5860,"ITT INC",0.0665401030743938,0.12023828346721,21.949857299828
"286",5870,"IDACORP INC",0.0547631693419944,0.0115972857328924,22.1243203170834
"287",5878,"ILLINOIS TOOL WORKS",0.0453660846432824,-0.0178540473050861,24.7691664301916
"288",5888,"TELIGENT INC",-0.00256300747363829,-1.29413491602452,19.6771746865569
"289",5902,"IMMUNOMEDICS INC",-0.168600888050655,0.731598652894948,20.6969601565614
"290",5903,"IMPERIAL OIL LTD",0.0577280438193087,0.1135600976205,24.4018764790699
"291",5918,"VECTREN CORP",0.0496444434530701,0.127133659751655,22.1872698015523
"292",5959,"INGERSOLL-RAND PLC",0.0578139569920707,0.261584474426366,23.8297384041673
"293",6003,"INTEGRATED DEVICE TECH INC",0.0467099956005628,0.100204938026868,21.8713830342932
"294",6008,"INTEL CORP",0.0600284247639208,-0.0550357007651047,26.0986775690758
"295",6034,"INTERFACE INC",0.0415600959055492,0.849341845607595,20.8985752829213
"296",6078,"INTL FLAVORS & FRAGRANCES",0.0455417599614964,-0.0114469224197574,22.9568938924543
"297",6081,"NAVISTAR INTERNATIONAL CORP",-0.112054369803077,-0.831353984388262,22.1505905708743
"298",6100,"INTERDIGITAL INC",0.0718550872559132,0.908412596299009,21.8652958842222
"299",6104,"INTL PAPER CO",0.0535875094950609,0.653735761317206,23.8981239831975
"300",6116,"INTL SPEEDWAY CORP  -CL A",0.0463959301569493,0.208414642380008,21.3152748252817
"301",6136,"INTERPUBLIC GROUP OF COS",0.0559746511969258,0.143732366795727,22.9389147501234
"302",6158,"INVACARE CORP",-0.0921948615714298,-0.00505750783833275,19.8634134472228
"303",6196,"ANIXTER INTL INC",0.0506169839254069,-0.118826431191498,21.6613947699886
"304",6216,"JACOBS ENGINEERING GROUP INC",0.0479014590019471,-0.00216472091070604,22.6713011861633
